OTA,Iteration,Time,Result,Solver
FSM_v2,2,0.005537986755371094,unsafe,cvc5
FSM_v2,3,0.0441129207611084,unsafe,Theano_DC
FSM_v2,3,0.04285097122192383,unsafe,Theano_SC
FSM_v2,3,0.0110321044921875,unsafe,z3
FSM_v2,3,0.005029916763305664,unsafe,cvc5
FSM_v2,4,0.05579710006713867,unsafe,Theano_DC
FSM_v2,4,0.0505518913269043,unsafe,Theano_SC
FSM_v2,4,0.01462101936340332,unsafe,z3
FSM_v2,4,0.008188009262084961,unsafe,cvc5
FSM_v2,5,0.04660511016845703,unsafe,Theano_DC
FSM_v2,5,0.04558205604553223,unsafe,Theano_SC
FSM_v2,5,0.011211872100830078,unsafe,z3
FSM_v2,5,0.00515294075012207,unsafe,cvc5
FSM_v2,6,0.04353809356689453,unsafe,Theano_DC
FSM_v2,6,0.043272972106933594,unsafe,Theano_SC
FSM_v2,6,0.01990795135498047,unsafe,z3
FSM_v2,6,0.005441904067993164,unsafe,cvc5
FSM_v2,7,0.05077385902404785,unsafe,Theano_DC
FSM_v2,7,0.0451200008392334,unsafe,Theano_SC
FSM_v2,7,0.011698007583618164,unsafe,z3
FSM_v2,7,0.005214214324951172,unsafe,cvc5
FSM_v2,8,0.04434084892272949,unsafe,Theano_DC
FSM_v2,8,0.04585003852844238,unsafe,Theano_SC
FSM_v2,8,0.010967016220092773,unsafe,z3
FSM_v2,8,0.0051190853118896484,unsafe,cvc5
FSM_v2,9,0.045352935791015625,unsafe,Theano_DC
FSM_v2,9,0.045114994049072266,unsafe,Theano_SC
FSM_v2,9,0.011115074157714844,unsafe,z3
FSM_v2,9,0.005329132080078125,unsafe,cvc5
FSM_v2,10,0.04339003562927246,unsafe,Theano_DC
FSM_v2,10,0.042623043060302734,unsafe,Theano_SC
FSM_v2,10,0.010898113250732422,unsafe,z3
FSM_v2,10,0.0048999786376953125,unsafe,cvc5
FSM_v2,11,0.04511713981628418,unsafe,Theano_DC
FSM_v2,11,0.042752981185913086,unsafe,Theano_SC
FSM_v2,11,0.010947942733764648,unsafe,z3
FSM_v2,11,0.005365133285522461,unsafe,cvc5
FSM_v2,12,0.04326510429382324,unsafe,Theano_DC
FSM_v2,12,0.04995298385620117,unsafe,Theano_SC
FSM_v2,12,0.01073908805847168,unsafe,z3
FSM_v2,12,0.004815101623535156,unsafe,cvc5
FSM_v2,13,0.04313397407531738,unsafe,Theano_DC
FSM_v2,13,0.04321479797363281,unsafe,Theano_SC
FSM_v2,13,0.010710000991821289,unsafe,z3
FSM_v2,13,0.004930019378662109,unsafe,cvc5
FSM_v2,14,0.04271292686462402,unsafe,Theano_DC
FSM_v2,14,0.042463064193725586,unsafe,Theano_SC
FSM_v2,14,0.010649919509887695,unsafe,z3
FSM_v2,14,0.0049860477447509766,unsafe,cvc5
FSM_v2,15,0.04285001754760742,unsafe,Theano_DC
FSM_v2,15,0.042179107666015625,unsafe,Theano_SC
FSM_v2,15,0.010720968246459961,unsafe,z3
FSM_v2,15,0.00496983528137207,unsafe,cvc5
FSM_v2,16,0.042938947677612305,unsafe,Theano_DC
FSM_v2,16,0.04279208183288574,unsafe,Theano_SC
FSM_v2,16,0.01070404052734375,unsafe,z3
FSM_v2,16,0.00483393669128418,unsafe,cvc5
FSM_v2,17,0.04281497001647949,unsafe,Theano_DC
FSM_v2,17,0.04281806945800781,unsafe,Theano_SC
FSM_v2,17,0.010837078094482422,unsafe,z3
FSM_v2,17,0.005046844482421875,unsafe,cvc5
FSM_v2,18,0.043228864669799805,unsafe,Theano_DC
FSM_v2,18,0.04230093955993652,unsafe,Theano_SC
FSM_v2,18,0.010536909103393555,unsafe,z3
FSM_v2,18,0.004971981048583984,unsafe,cvc5
FSM_v2,19,0.043103933334350586,unsafe,Theano_DC
FSM_v2,19,0.04245495796203613,unsafe,Theano_SC
FSM_v2,19,0.011078834533691406,unsafe,z3
FSM_v2,19,0.004884004592895508,unsafe,cvc5
FSM_v2,20,0.04274797439575195,unsafe,Theano_DC
FSM_v2,20,0.04271101951599121,unsafe,Theano_SC
FSM_v2,20,0.010694026947021484,unsafe,z3
FSM_v2,20,0.004850149154663086,unsafe,cvc5
FSM_v2,21,0.04333305358886719,unsafe,Theano_DC
FSM_v2,21,0.04285311698913574,unsafe,Theano_SC
FSM_v2,21,0.010680913925170898,unsafe,z3
FSM_v2,21,0.005079030990600586,unsafe,cvc5
FSM_v2,22,0.042654991149902344,unsafe,Theano_DC
FSM_v2,22,0.04320216178894043,unsafe,Theano_SC
FSM_v2,22,0.01087498664855957,unsafe,z3
FSM_v2,22,0.005146026611328125,unsafe,cvc5
FSM_v2,23,0.043849945068359375,unsafe,Theano_DC
FSM_v2,23,0.04298114776611328,unsafe,Theano_SC
FSM_v2,23,0.01093912124633789,unsafe,z3
FSM_v2,23,0.004920005798339844,unsafe,cvc5
FSM_v2,24,0.0481259822845459,unsafe,Theano_DC
FSM_v2,24,0.04510092735290527,unsafe,Theano_SC
FSM_v2,24,0.01088094711303711,unsafe,z3
FSM_v2,24,0.005032062530517578,unsafe,cvc5
FSM_v2,25,0.045706987380981445,unsafe,Theano_DC
